DEVICES INFO,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
DeviceID,ConfigID,SystemID,DeviceType,Status,Remarks,,SystemID,ConfigID,FacilityID,SystemType,Status,Remarks,,FacilityID,ConfigID,FacilityName,FacilityType,Area,Status,Remarks
H1-12109,,B1-02109,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H1-12110,,B1-02110,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H1-12111,,B1-02111,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H1-12112,,B1-02112,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H2-12201,,B2-02201,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H2-12202,,B2-02202,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H2-12203,,B2-02203,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H2-12204,,B2-02204,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H2-12205,,B2-02205,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H2-12206,,B2-02206,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H2-12207,,B2-02207,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H2-12208,,B2-02208,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H2-12209,,B2-02209,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H2-12210,,B2-02210,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H2-12211,,B2-02211,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H2-12212,,B2-02212,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H3-12301,,B3-02301,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H3-12302,,B3-02302,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H3-12303,,B3-02303,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H3-12304,,B3-02304,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H3-12305,,B3-02305,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H3-12306,,B3-02306,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H3-12307,,B3-02307,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H3-12308,,B3-02308,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H3-12309,,B3-02309,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H3-12310,,B3-02310,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H3-12311,,B3-02311,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H3-12312,,B3-02312,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H4-12401,,B4-02401,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H4-12402,,B4-02402,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H4-12403,,B4-02403,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H4-12404,,B4-02404,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H4-12405,,B4-02405,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H4-12406,,B4-02406,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H4-12407,,B4-02407,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H4-12408,,B4-02408,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H4-12409,,B4-02409,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H4-12410,,B4-02410,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H4-12411,,B4-02411,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H4-12412,,B4-02412,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H5-12501,,B5-02501,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H5-12502,,B5-02502,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H5-12503,,B5-02503,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H5-12504,,B5-02504,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H5-12505,,B5-02505,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H5-12506,,B5-02506,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H5-12507,,B5-02507,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H5-12508,,B5-02508,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H5-12509,,B5-02509,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H5-12510,,B5-02510,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H5-12511,,B5-02511,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H5-12512,,B5-02512,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H1-22101,,B1-02101,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H1-22102,,B1-02102,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H1-22103,,B1-02103,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H1-22104,,B1-02104,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H1-22105,,B1-02105,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H1-22106,,B1-02106,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H1-22107,,B1-02107,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H1-22108,,B1-02108,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H1-22109,,B1-02109,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H1-22110,,B1-02110,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H1-22111,,B1-02111,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H1-22112,,B1-02112,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H2-22201,,B2-02201,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H2-22202,,B2-02202,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H2-22203,,B2-02203,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H2-22204,,B2-02204,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H2-22205,,B2-02205,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H2-22206,,B2-02206,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H2-22207,,B2-02207,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H2-22208,,B2-02208,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H2-22209,,B2-02209,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H2-22210,,B2-02210,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H2-22211,,B2-02211,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H2-22212,,B2-02212,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H3-22301,,B3-02301,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H3-22302,,B3-02302,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H3-22303,,B3-02303,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H3-22304,,B3-02304,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H3-22305,,B3-02305,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H3-22306,,B3-02306,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H3-22307,,B3-02307,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H3-22308,,B3-02308,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H3-22309,,B3-02309,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H3-22310,,B3-02310,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H3-22311,,B3-02311,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H3-22312,,B3-02312,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H4-22401,,B4-02401,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H4-22402,,B4-02402,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H4-22403,,B4-02403,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H4-22404,,B4-02404,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H4-22405,,B4-02405,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H4-22406,,B4-02406,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H4-22407,,B4-02407,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H4-22408,,B4-02408,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H4-22409,,B4-02409,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H4-22410,,B4-02410,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H4-22411,,B4-02411,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H4-22412,,B4-02412,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H5-22501,,B5-02501,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H5-22502,,B5-02502,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H5-22503,,B5-02503,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H5-22504,,B5-02504,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H5-22505,,B5-02505,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H5-22506,,B5-02506,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H5-22507,,B5-02507,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H5-22508,,B5-02508,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H5-22509,,B5-02509,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H5-22510,,B5-02510,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H5-22511,,B5-02511,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
H5-22512,,B5-02512,Manual Callpoint,,FDAS,,,,,,,,,,,,,,,
I1-03101,,B1-03101,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-03102,,B1-03102,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-03103,,B1-03103,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-03104,,B1-03104,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-03105,,B1-03105,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-03106,,B1-03106,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-03107,,B1-03107,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-03108,,B1-03108,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-03109,,B1-03109,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-03110,,B1-03110,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-03111,,B1-03111,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-03112,,B1-03112,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-03201,,B2-03201,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-03202,,B2-03202,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-03203,,B2-03203,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-03204,,B2-03204,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-03205,,B2-03205,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-03206,,B2-03206,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-03207,,B2-03207,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-03208,,B2-03208,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-03209,,B2-03209,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-03210,,B2-03210,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-03211,,B2-03211,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-03212,,B2-03212,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-03301,,B3-03301,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-03302,,B3-03302,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-03303,,B3-03303,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-03304,,B3-03304,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-03305,,B3-03305,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-03306,,B3-03306,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-03307,,B3-03307,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-03308,,B3-03308,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-03309,,B3-03309,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-03310,,B3-03310,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-03311,,B3-03311,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-03312,,B3-03312,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-03401,,B4-03401,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-03402,,B4-03402,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-03403,,B4-03403,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-03404,,B4-03404,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-03405,,B4-03405,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-03406,,B4-03406,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-03407,,B4-03407,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-03408,,B4-03408,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-03409,,B4-03409,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-03410,,B4-03410,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-03411,,B4-03411,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-03412,,B4-03412,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-03501,,B5-03501,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-03502,,B5-03502,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-03503,,B5-03503,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-03504,,B5-03504,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-03505,,B5-03505,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-03506,,B5-03506,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-03507,,B5-03507,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-03508,,B5-03508,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-03509,,B5-03509,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-03510,,B5-03510,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-03511,,B5-03511,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-03512,,B5-03512,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-13101,,B1-03101,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-13102,,B1-03102,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-13103,,B1-03103,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-13104,,B1-03104,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-13105,,B1-03105,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-13106,,B1-03106,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-13107,,B1-03107,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-13108,,B1-03108,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-13109,,B1-03109,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-13110,,B1-03110,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-13111,,B1-03111,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-13112,,B1-03112,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-13201,,B2-03201,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-13202,,B2-03202,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-13203,,B2-03203,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-13204,,B2-03204,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-13205,,B2-03205,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-13206,,B2-03206,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-13207,,B2-03207,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-13208,,B2-03208,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-13209,,B2-03209,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-13210,,B2-03210,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-13211,,B2-03211,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-13212,,B2-03212,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-13301,,B3-03301,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-13302,,B3-03302,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-13303,,B3-03303,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-13304,,B3-03304,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-13305,,B3-03305,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-13306,,B3-03306,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-13307,,B3-03307,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-13308,,B3-03308,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-13309,,B3-03309,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-13310,,B3-03310,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-13311,,B3-03311,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-13312,,B3-03312,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-13401,,B4-03401,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-13402,,B4-03402,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-13403,,B4-03403,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-13404,,B4-03404,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-13405,,B4-03405,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-13406,,B4-03406,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-13407,,B4-03407,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-13408,,B4-03408,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-13409,,B4-03409,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-13410,,B4-03410,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-13411,,B4-03411,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-13412,,B4-03412,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-13501,,B5-03501,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-13502,,B5-03502,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-13503,,B5-03503,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-13504,,B5-03504,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-13505,,B5-03505,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-13506,,B5-03506,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-13507,,B5-03507,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-13508,,B5-03508,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-13509,,B5-03509,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-13510,,B5-03510,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-13511,,B5-03511,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-13512,,B5-03512,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-23101,,B1-03101,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-23102,,B1-03102,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-23103,,B1-03103,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-23104,,B1-03104,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-23105,,B1-03105,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-23106,,B1-03106,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-23107,,B1-03107,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-23108,,B1-03108,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-23109,,B1-03109,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-23110,,B1-03110,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-23111,,B1-03111,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-23112,,B1-03112,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-23201,,B2-03201,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-23202,,B2-03202,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-23203,,B2-03203,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-23204,,B2-03204,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-23205,,B2-03205,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-23206,,B2-03206,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-23207,,B2-03207,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-23208,,B2-03208,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-23209,,B2-03209,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-23210,,B2-03210,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-23211,,B2-03211,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-23212,,B2-03212,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-23301,,B3-03301,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-23302,,B3-03302,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-23303,,B3-03303,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-23304,,B3-03304,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-23305,,B3-03305,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-23306,,B3-03306,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-23307,,B3-03307,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-23308,,B3-03308,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-23309,,B3-03309,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-23310,,B3-03310,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-23311,,B3-03311,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-23312,,B3-03312,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-23401,,B4-03401,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-23402,,B4-03402,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-23403,,B4-03403,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-23404,,B4-03404,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-23405,,B4-03405,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-23406,,B4-03406,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-23407,,B4-03407,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-23408,,B4-03408,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-23409,,B4-03409,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-23410,,B4-03410,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-23411,,B4-03411,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-23412,,B4-03412,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-23501,,B5-03501,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-23502,,B5-03502,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-23503,,B5-03503,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-23504,,B5-03504,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-23505,,B5-03505,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-23506,,B5-03506,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-23507,,B5-03507,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-23508,,B5-03508,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-23509,,B5-03509,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-23510,,B5-03510,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-23511,,B5-03511,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-23512,,B5-03512,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-33101,,B1-03101,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-33102,,B1-03102,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-33103,,B1-03103,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-33104,,B1-03104,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-33105,,B1-03105,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-33106,,B1-03106,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-33107,,B1-03107,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-33108,,B1-03108,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-33109,,B1-03109,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-33110,,B1-03110,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-33111,,B1-03111,Light Switch,,EMS,,,,,,,,,,,,,,,
I1-33112,,B1-03112,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-33201,,B2-03201,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-33202,,B2-03202,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-33203,,B2-03203,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-33204,,B2-03204,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-33205,,B2-03205,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-33206,,B2-03206,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-33207,,B2-03207,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-33208,,B2-03208,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-33209,,B2-03209,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-33210,,B2-03210,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-33211,,B2-03211,Light Switch,,EMS,,,,,,,,,,,,,,,
I2-33212,,B2-03212,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-33301,,B3-03301,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-33302,,B3-03302,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-33303,,B3-03303,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-33304,,B3-03304,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-33305,,B3-03305,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-33306,,B3-03306,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-33307,,B3-03307,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-33308,,B3-03308,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-33309,,B3-03309,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-33310,,B3-03310,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-33311,,B3-03311,Light Switch,,EMS,,,,,,,,,,,,,,,
I3-33312,,B3-03312,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-33401,,B4-03401,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-33402,,B4-03402,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-33403,,B4-03403,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-33404,,B4-03404,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-33405,,B4-03405,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-33406,,B4-03406,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-33407,,B4-03407,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-33408,,B4-03408,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-33409,,B4-03409,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-33410,,B4-03410,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-33411,,B4-03411,Light Switch,,EMS,,,,,,,,,,,,,,,
I4-33412,,B4-03412,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-33501,,B5-03501,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-33502,,B5-03502,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-33503,,B5-03503,Light Switch,,EMS,,,,,,,,,,,,,,,
